epoch,acc,learning_rate,loss,tol1_acc,top2_acc,val_acc,val_loss,val_tol1_acc,val_top2_acc
13,0.9543147087097168,0.0003000000142492354,0.8791555166244507,0.9713889956474304,0.9810798168182373,0.8864790201187134,1.1162787675857544,0.9104753136634827,0.9413936138153076
14,0.9626211524009705,0.0003000000142492354,0.8632746338844299,0.9732348918914795,0.9866174459457397,0.914167046546936,0.9656962752342224,0.9386247992515564,0.9478541612625122
15,0.9635440707206726,0.0003000000142492354,0.8575022220611572,0.9760037064552307,0.9870789051055908,0.924319326877594,0.9067447185516357,0.9460083246231079,0.9543147087097168
16,0.967235803604126,0.0003000000142492354,0.8490563631057739,0.9783110022544861,0.989386260509491,0.9418550729751587,0.8364477157592773,0.9635440707206726,0.9713889956474304
17,0.967235803604126,0.0003000000142492354,0.8424099087715149,0.9806183576583862,0.9903091788291931,0.9423165917396545,0.8363984823226929,0.9626211524009705,0.9713889956474304
18,0.9732348918914795,0.0003000000142492354,0.8306301236152649,0.9833871722221375,0.9949238300323486,0.913705587387085,0.9899662137031555,0.9413936138153076,0.9469312429428101
19,0.969081699848175,0.0003000000142492354,0.8312010765075684,0.9769266247749329,0.989847719669342,0.8878633975982666,1.2140487432479858,0.9067835807800293,0.9215505123138428
20,0.9695431590080261,0.0003000000142492354,0.8278818130493164,0.9764651656150818,0.9916935563087463,0.9298569560050964,0.8712025880813599,0.9510844349861145,0.9663128852844238
21,0.9741578102111816,0.0003000000142492354,0.821661114692688,0.9810798168182373,0.9907706379890442,0.9377018809318542,0.8402420878410339,0.9589294195175171,0.9727734327316284
22,0.9824642539024353,0.0001500000071246177,0.800901472568512,0.9884633421897888,0.9958468079566956,0.9497000575065613,0.810032308101654,0.9681587219238281,0.9820027947425842
23,0.9829257130622864,0.0001500000071246177,0.7898978590965271,0.9866174459457397,0.9986156225204468,0.9524688720703125,0.806079089641571,0.9741578102111816,0.977849543094635
24,0.9838486313819885,0.0001500000071246177,0.7907008528709412,0.9884633421897888,0.9963082671165466,0.9127826690673828,0.9615042805671692,0.9326257705688477,0.9441624283790588
25,0.9861559867858887,0.0001500000071246177,0.7820659875869751,0.989386260509491,0.9986156225204468,0.9432395100593567,0.8180059194564819,0.9640055298805237,0.9764651656150818
26,0.9861559867858887,0.0001500000071246177,0.7836235165596008,0.9903091788291931,0.9967697262763977,0.955237627029419,0.8079690933227539,0.9746192693710327,0.9856945276260376
27,0.988001823425293,0.0001500000071246177,0.776368260383606,0.9912320971488953,0.9972311854362488,0.9400092363357544,0.8569873571395874,0.9644669890403748,0.9783110022544861
28,0.9912320971488953,0.0001500000071246177,0.7747953534126282,0.9935394525527954,0.9981541037559509,0.9524688720703125,0.799996018409729,0.9741578102111816,0.9829257130622864
29,0.989847719669342,0.0001500000071246177,0.7779155969619751,0.9944623708724976,0.9995385408401489,0.9478541612625122,0.8057899475097656,0.9760037064552307,0.9838486313819885
30,0.9921550750732422,0.0001500000071246177,0.7711319923400879,0.9949238300323486,0.9990770816802979,0.9386247992515564,0.8347427248954773,0.9621596932411194,0.9755422472953796
31,0.9944623708724976,0.0001500000071246177,0.7671856880187988,0.9949238300323486,0.9995385408401489,0.9515458941459656,0.8047139644622803,0.9741578102111816,0.9815412759780884
32,0.9926165342330933,0.0001500000071246177,0.7628662586212158,0.9944623708724976,0.9990770816802979,0.9612367153167725,0.7798219919204712,0.979233980178833,0.9815412759780884
33,0.9926165342330933,0.0001500000071246177,0.7684808373451233,0.9944623708724976,0.9986156225204468,0.9547761678695679,0.7958387136459351,0.9769266247749329,0.9829257130622864
34,0.9921550750732422,0.0001500000071246177,0.7609148025512695,0.9949238300323486,0.9986156225204468,0.9423165917396545,0.8532458543777466,0.9709275364875793,0.9806183576583862
35,0.9972311854362488,0.0001500000071246177,0.7572309374809265,0.9990770816802979,1.0,0.9533917903900146,0.7837237119674683,0.9750807285308838,0.9866174459457397
36,0.9953853487968445,0.0001500000071246177,0.7562330961227417,0.9972311854362488,0.9990770816802979,0.9533917903900146,0.7807718515396118,0.9760037064552307,0.9875403642654419
37,0.9912320971488953,0.0001500000071246177,0.7633105516433716,0.9949238300323486,0.9995385408401489,0.9446238875389099,0.8490710854530334,0.9723119735717773,0.9783110022544861
38,0.9940009117126465,0.0001500000071246177,0.7578808069229126,0.9967697262763977,0.9990770816802979,0.9215505123138428,0.8929925560951233,0.9501615166664124,0.9723119735717773
39,0.9944623708724976,0.0001500000071246177,0.7564206719398499,0.9972311854362488,0.9995385408401489,0.9423165917396545,0.837579607963562,0.9603137969970703,0.9704660773277283
40,0.9963082671165466,0.0001500000071246177,0.755861759185791,0.9976926445960999,1.0,0.9520074129104614,0.7915982604026794,0.9704660773277283,0.9861559867858887
41,0.9976926445960999,0.0001500000071246177,0.753895103931427,0.9986156225204468,0.9995385408401489,0.9381633400917053,0.9112133383750916,0.9635440707206726,0.9764651656150818
42,0.9930779933929443,0.0001500000071246177,0.7603816390037537,0.9944623708724976,0.9990770816802979,0.9395477771759033,0.8437083959579468,0.9709275364875793,0.9746192693710327
43,0.9972311854362488,7.500000356230885e-05,0.7503807544708252,0.9981541037559509,1.0,0.945085346698761,0.8148892521858215,0.9727734327316284,0.9796954393386841
44,0.9972311854362488,7.500000356230885e-05,0.7490723729133606,0.9981541037559509,0.9995385408401489,0.9377018809318542,0.8391700387001038,0.9635440707206726,0.9736963510513306
45,0.9981541037559509,7.500000356230885e-05,0.7448098063468933,0.9990770816802979,1.0,0.9150899648666382,0.9995753765106201,0.9469312429428101,0.9635440707206726
46,0.9990770816802979,7.500000356230885e-05,0.7430044412612915,0.9990770816802979,1.0,0.9067835807800293,1.029799222946167,0.93585604429245,0.9607752561569214
47,0.9967697262763977,7.500000356230885e-05,0.7474329471588135,0.9976926445960999,1.0,0.934933066368103,0.8464899659156799,0.9598523378372192,0.9750807285308838
48,0.9990770816802979,7.500000356230885e-05,0.7416985034942627,0.9995385408401489,1.0,0.8874019384384155,1.0604684352874756,0.9160129427909851,0.9561606049537659
49,0.9986156225204468,7.500000356230885e-05,0.7434856295585632,0.9990770816802979,0.9995385408401489,0.9127826690673828,0.9806584715843201,0.9446238875389099,0.9640055298805237
50,0.9976926445960999,7.500000356230885e-05,0.7418074607849121,0.9995385408401489,1.0,0.9377018809318542,0.8656794428825378,0.9681587219238281,0.9769266247749329
51,1.0,7.500000356230885e-05,0.7387893199920654,1.0,1.0,0.936317503452301,0.8410710692405701,0.9640055298805237,0.9727734327316284
52,0.9976926445960999,7.500000356230885e-05,0.7453944683074951,0.9986156225204468,1.0,0.9335486888885498,0.9015899300575256,0.9607752561569214,0.9736963510513306
